SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM2984 GCF_001095585.2_cds_from_genomic.fna.gz GCF_008370835.2_cds_from_genomic.fna.gz GCF_009866785.1_cds_from_genomic.fna.gz GCF_003522665.1_cds_from_genomic.fna.gz GCF_900478145.1_cds_from_genomic.fna.gz GCF_900236585.1_cds_from_genomic.fna.gz GCF_000487575.2_cds_from_genomic.fna.gz GCF_009914295.1_cds_from_genomic.fna.gz GCF_011466775.1_cds_from_genomic.fna.gz GCF_009498375.1_cds_from_genomic.fna.gz
SIM2985 GCF_900149285.1_cds_from_genomic.fna.gz GCF_001516325.2_cds_from_genomic.fna.gz GCF_001890225.1_cds_from_genomic.fna.gz GCF_002953555.1_cds_from_genomic.fna.gz GCF_011801285.1_cds_from_genomic.fna.gz GCF_001697885.1_cds_from_genomic.fna.gz GCF_000012785.1_cds_from_genomic.fna.gz GCF_002119565.1_cds_from_genomic.fna.gz GCF_002786465.1_cds_from_genomic.fna.gz GCF_003940845.1_cds_from_genomic.fna.gz
SIM2986 GCF_000468915.2_cds_from_genomic.fna.gz GCF_003641305.1_cds_from_genomic.fna.gz GCF_011465815.1_cds_from_genomic.fna.gz GCF_002996665.1_cds_from_genomic.fna.gz GCF_006094495.1_cds_from_genomic.fna.gz GCF_002082865.1_cds_from_genomic.fna.gz GCF_003432165.1_cds_from_genomic.fna.gz GCF_000012565.1_cds_from_genomic.fna.gz GCF_009363195.1_cds_from_genomic.fna.gz GCF_008370835.2_cds_from_genomic.fna.gz
SIM2987 GCF_000025825.1_cds_from_genomic.fna.gz GCF_003122105.1_cds_from_genomic.fna.gz GCF_000833105.2_cds_from_genomic.fna.gz GCF_002812605.1_cds_from_genomic.fna.gz GCF_001293505.1_cds_from_genomic.fna.gz GCF_009648995.1_cds_from_genomic.fna.gz GCF_006766145.1_cds_from_genomic.fna.gz GCF_001456095.3_cds_from_genomic.fna.gz GCF_009650395.1_cds_from_genomic.fna.gz GCF_003184485.1_cds_from_genomic.fna.gz
SIM2988 GCF_002111285.1_cds_from_genomic.fna.gz GCF_003952625.1_cds_from_genomic.fna.gz GCF_000092045.1_cds_from_genomic.fna.gz GCF_000021225.1_cds_from_genomic.fna.gz GCF_001865295.1_cds_from_genomic.fna.gz GCF_001299595.1_cds_from_genomic.fna.gz GCF_900185485.1_cds_from_genomic.fna.gz GCF_004101385.1_cds_from_genomic.fna.gz GCF_000013465.1_cds_from_genomic.fna.gz GCF_010233385.1_cds_from_genomic.fna.gz
SIM2989 GCF_000523045.1_cds_from_genomic.fna.gz GCF_000348865.1_cds_from_genomic.fna.gz GCF_003425605.1_cds_from_genomic.fna.gz GCF_000740415.1_cds_from_genomic.fna.gz GCF_000835365.1_cds_from_genomic.fna.gz GCF_010706435.1_cds_from_genomic.fna.gz GCF_002220675.1_cds_from_genomic.fna.gz GCF_007221455.1_cds_from_genomic.fna.gz GCF_003324875.1_cds_from_genomic.fna.gz GCF_001735705.1_cds_from_genomic.fna.gz
SIM2990 GCF_002197105.1_cds_from_genomic.fna.gz GCF_002850195.1_cds_from_genomic.fna.gz GCF_000801185.2_cds_from_genomic.fna.gz GCF_003482345.1_cds_from_genomic.fna.gz GCF_000597905.1_cds_from_genomic.fna.gz GCF_005221605.1_cds_from_genomic.fna.gz GCF_002446975.1_cds_from_genomic.fna.gz GCF_000176855.2_cds_from_genomic.fna.gz GCF_012935145.1_cds_from_genomic.fna.gz GCF_004154225.1_cds_from_genomic.fna.gz
SIM2991 GCF_003203675.1_cds_from_genomic.fna.gz GCF_001886975.1_cds_from_genomic.fna.gz GCF_000021065.1_cds_from_genomic.fna.gz GCF_004135915.1_cds_from_genomic.fna.gz GCF_000225465.1_cds_from_genomic.fna.gz GCF_002056635.1_cds_from_genomic.fna.gz GCF_000255955.1_cds_from_genomic.fna.gz GCF_900639455.1_cds_from_genomic.fna.gz GCF_002633845.1_cds_from_genomic.fna.gz GCF_002000665.1_cds_from_genomic.fna.gz
SIM2992 GCF_009662455.1_cds_from_genomic.fna.gz GCF_009909465.1_cds_from_genomic.fna.gz GCF_011765525.1_cds_from_genomic.fna.gz GCF_002173695.1_cds_from_genomic.fna.gz GCF_002078915.1_cds_from_genomic.fna.gz GCF_900618295.1_cds_from_genomic.fna.gz GCF_002208255.1_cds_from_genomic.fna.gz GCF_000572155.1_cds_from_genomic.fna.gz GCF_005931035.1_cds_from_genomic.fna.gz GCF_001692555.1_cds_from_genomic.fna.gz
SIM2993 GCF_001617525.2_cds_from_genomic.fna.gz GCF_009939765.1_cds_from_genomic.fna.gz GCF_000941035.1_cds_from_genomic.fna.gz GCF_000740235.1_cds_from_genomic.fna.gz GCF_900236465.1_cds_from_genomic.fna.gz GCF_002951635.1_cds_from_genomic.fna.gz GCF_901457625.1_cds_from_genomic.fna.gz GCF_012050385.1_cds_from_genomic.fna.gz GCF_001047225.1_cds_from_genomic.fna.gz GCF_000625855.1_cds_from_genomic.fna.gz
SIM2994 GCF_000826985.1_cds_from_genomic.fna.gz GCF_003515485.1_cds_from_genomic.fna.gz GCF_000148895.1_cds_from_genomic.fna.gz GCF_000195515.1_cds_from_genomic.fna.gz GCF_002208315.1_cds_from_genomic.fna.gz GCF_000013805.1_cds_from_genomic.fna.gz GCF_010586945.1_cds_from_genomic.fna.gz GCF_004119955.1_cds_from_genomic.fna.gz GCF_001506485.1_cds_from_genomic.fna.gz GCF_002787315.1_cds_from_genomic.fna.gz
SIM2995 GCF_006339365.1_cds_from_genomic.fna.gz GCF_001420935.1_cds_from_genomic.fna.gz GCF_000225445.1_cds_from_genomic.fna.gz GCF_003718495.1_cds_from_genomic.fna.gz GCF_009662335.1_cds_from_genomic.fna.gz GCF_000600125.1_cds_from_genomic.fna.gz GCF_002741455.1_cds_from_genomic.fna.gz GCF_008369685.1_cds_from_genomic.fna.gz GCF_002853805.1_cds_from_genomic.fna.gz GCF_003429265.1_cds_from_genomic.fna.gz
SIM2996 GCF_000006645.1_cds_from_genomic.fna.gz GCF_002220595.1_cds_from_genomic.fna.gz GCF_001148125.2_cds_from_genomic.fna.gz GCF_900175995.1_cds_from_genomic.fna.gz GCF_001456135.1_cds_from_genomic.fna.gz GCF_003855535.1_cds_from_genomic.fna.gz GCF_009498155.1_cds_from_genomic.fna.gz GCF_006364755.1_cds_from_genomic.fna.gz GCF_000740155.1_cds_from_genomic.fna.gz GCF_012530215.1_cds_from_genomic.fna.gz
SIM2997 GCF_002891845.2_cds_from_genomic.fna.gz GCF_006740725.1_cds_from_genomic.fna.gz GCF_002776775.1_cds_from_genomic.fna.gz GCF_003112165.1_cds_from_genomic.fna.gz GCF_003611015.1_cds_from_genomic.fna.gz GCF_003149695.1_cds_from_genomic.fna.gz GCF_000240185.1_cds_from_genomic.fna.gz GCF_008807395.1_cds_from_genomic.fna.gz GCF_001767215.1_cds_from_genomic.fna.gz GCF_000504045.1_cds_from_genomic.fna.gz
SIM2998 GCF_002761075.1_cds_from_genomic.fna.gz GCF_001885195.1_cds_from_genomic.fna.gz GCF_009912955.1_cds_from_genomic.fna.gz GCF_002192475.1_cds_from_genomic.fna.gz GCF_900474815.1_cds_from_genomic.fna.gz GCF_003018215.1_cds_from_genomic.fna.gz GCF_001019305.2_cds_from_genomic.fna.gz GCF_000441755.1_cds_from_genomic.fna.gz GCF_002894285.1_cds_from_genomic.fna.gz GCF_001515725.1_cds_from_genomic.fna.gz
SIM2999 GCF_002882205.1_cds_from_genomic.fna.gz GCF_009762915.1_cds_from_genomic.fna.gz GCF_009739985.1_cds_from_genomic.fna.gz GCF_006337385.1_cds_from_genomic.fna.gz GCF_003111745.1_cds_from_genomic.fna.gz GCF_004328745.1_cds_from_genomic.fna.gz GCF_004010995.1_cds_from_genomic.fna.gz GCF_009662335.1_cds_from_genomic.fna.gz GCF_000158275.2_cds_from_genomic.fna.gz GCF_005931015.1_cds_from_genomic.fna.gz
SIM3000 GCF_000430085.2_cds_from_genomic.fna.gz GCF_002286275.1_cds_from_genomic.fna.gz GCF_008807375.1_cds_from_genomic.fna.gz GCF_004348075.1_cds_from_genomic.fna.gz GCF_900120315.1_cds_from_genomic.fna.gz GCF_002997125.1_cds_from_genomic.fna.gz GCF_004119635.1_cds_from_genomic.fna.gz GCF_000315955.1_cds_from_genomic.fna.gz GCF_001890325.1_cds_from_genomic.fna.gz GCF_004103475.1_cds_from_genomic.fna.gz
SIM3001 GCF_005161605.1_cds_from_genomic.fna.gz GCF_004328825.1_cds_from_genomic.fna.gz GCF_000063525.1_cds_from_genomic.fna.gz GCF_900236515.1_cds_from_genomic.fna.gz GCF_003999665.1_cds_from_genomic.fna.gz GCF_000236685.1_cds_from_genomic.fna.gz GCF_000011165.1_cds_from_genomic.fna.gz GCF_001590645.1_cds_from_genomic.fna.gz GCF_001645235.2_cds_from_genomic.fna.gz GCF_004022525.1_cds_from_genomic.fna.gz
SIM3002 GCF_001465755.1_cds_from_genomic.fna.gz GCF_000014605.1_cds_from_genomic.fna.gz GCF_003966545.1_cds_from_genomic.fna.gz GCF_001956715.1_cds_from_genomic.fna.gz GCF_012934815.1_cds_from_genomic.fna.gz GCF_001042855.1_cds_from_genomic.fna.gz GCF_001697725.1_cds_from_genomic.fna.gz GCF_003018815.1_cds_from_genomic.fna.gz GCF_000090405.2_cds_from_genomic.fna.gz GCF_000196595.1_cds_from_genomic.fna.gz
SIM3003 GCF_003351605.1_cds_from_genomic.fna.gz GCF_005165045.1_cds_from_genomic.fna.gz GCF_000698885.1_cds_from_genomic.fna.gz GCF_002000865.1_cds_from_genomic.fna.gz GCF_000496455.2_cds_from_genomic.fna.gz GCF_000263215.1_cds_from_genomic.fna.gz GCF_000017785.1_cds_from_genomic.fna.gz GCF_000338755.1_cds_from_genomic.fna.gz GCF_002286255.1_cds_from_genomic.fna.gz GCF_008693745.1_cds_from_genomic.fna.gz
SIM3004 GCF_001298485.1_cds_from_genomic.fna.gz GCF_001611425.1_cds_from_genomic.fna.gz GCF_009730015.1_cds_from_genomic.fna.gz GCF_000168875.3_cds_from_genomic.fna.gz GCF_009740025.1_cds_from_genomic.fna.gz GCF_003611015.1_cds_from_genomic.fna.gz GCF_001700835.1_cds_from_genomic.fna.gz GCF_009650075.1_cds_from_genomic.fna.gz GCF_002246595.2_cds_from_genomic.fna.gz GCF_000212755.2_cds_from_genomic.fna.gz
SIM3005 GCF_000218305.1_cds_from_genomic.fna.gz GCF_900324335.1_cds_from_genomic.fna.gz GCF_000438605.1_cds_from_genomic.fna.gz GCF_002863885.1_cds_from_genomic.fna.gz GCF_012934985.1_cds_from_genomic.fna.gz GCF_900323925.1_cds_from_genomic.fna.gz GCF_002812885.1_cds_from_genomic.fna.gz GCF_003030165.1_cds_from_genomic.fna.gz GCF_001456215.1_cds_from_genomic.fna.gz GCF_002843685.1_cds_from_genomic.fna.gz
SIM3006 GCF_000007485.1_cds_from_genomic.fna.gz GCF_001717975.2_cds_from_genomic.fna.gz GCF_009762365.1_cds_from_genomic.fna.gz GCF_009867035.1_cds_from_genomic.fna.gz GCF_005162405.1_cds_from_genomic.fna.gz GCF_002948655.1_cds_from_genomic.fna.gz GCF_002900325.1_cds_from_genomic.fna.gz GCF_900636925.1_cds_from_genomic.fna.gz GCF_003660185.1_cds_from_genomic.fna.gz GCF_000011585.1_cds_from_genomic.fna.gz
SIM3007 GCF_002025105.1_cds_from_genomic.fna.gz GCF_004006035.1_cds_from_genomic.fna.gz GCF_001513635.1_cds_from_genomic.fna.gz GCF_000046705.1_cds_from_genomic.fna.gz GCF_000818115.1_cds_from_genomic.fna.gz GCF_005161825.1_cds_from_genomic.fna.gz GCF_000576125.1_cds_from_genomic.fna.gz GCF_002760975.1_cds_from_genomic.fna.gz GCF_001886995.1_cds_from_genomic.fna.gz GCF_001047635.1_cds_from_genomic.fna.gz
SIM3008 GCF_900092465.1_cds_from_genomic.fna.gz GCF_000020165.1_cds_from_genomic.fna.gz GCF_002090295.1_cds_from_genomic.fna.gz GCF_001693315.1_cds_from_genomic.fna.gz GCF_001886635.1_cds_from_genomic.fna.gz GCF_003491205.1_cds_from_genomic.fna.gz GCF_000027305.1_cds_from_genomic.fna.gz GCF_003146705.1_cds_from_genomic.fna.gz GCF_000832505.1_cds_from_genomic.fna.gz GCF_002220555.1_cds_from_genomic.fna.gz
SIM3009 GCF_000830865.1_cds_from_genomic.fna.gz GCF_001518935.2_cds_from_genomic.fna.gz GCF_002741905.1_cds_from_genomic.fna.gz GCF_000483715.2_cds_from_genomic.fna.gz GCF_001272815.1_cds_from_genomic.fna.gz GCF_002216085.1_cds_from_genomic.fna.gz GCF_012052965.1_cds_from_genomic.fna.gz GCF_902167885.1_cds_from_genomic.fna.gz GCF_003194245.1_cds_from_genomic.fna.gz GCF_003354925.1_cds_from_genomic.fna.gz
SIM3010 GCF_004801575.1_cds_from_genomic.fna.gz GCF_000250905.1_cds_from_genomic.fna.gz GCF_009728875.1_cds_from_genomic.fna.gz GCF_000281195.1_cds_from_genomic.fna.gz GCF_000306985.1_cds_from_genomic.fna.gz GCF_000953275.1_cds_from_genomic.fna.gz GCF_000834885.1_cds_from_genomic.fna.gz GCF_001697485.1_cds_from_genomic.fna.gz GCF_002220325.1_cds_from_genomic.fna.gz GCF_003515365.1_cds_from_genomic.fna.gz
SIM3011 GCF_001888075.1_cds_from_genomic.fna.gz GCF_007990655.1_cds_from_genomic.fna.gz GCF_006711405.1_cds_from_genomic.fna.gz GCF_003342655.1_cds_from_genomic.fna.gz GCF_004101725.1_cds_from_genomic.fna.gz GCF_001889385.1_cds_from_genomic.fna.gz GCF_001590695.1_cds_from_genomic.fna.gz GCF_900635325.1_cds_from_genomic.fna.gz GCF_000800845.1_cds_from_genomic.fna.gz GCF_901422065.1_cds_from_genomic.fna.gz
SIM3012 GCF_003718355.1_cds_from_genomic.fna.gz GCF_000756065.1_cds_from_genomic.fna.gz GCF_006337465.1_cds_from_genomic.fna.gz GCF_002995555.1_cds_from_genomic.fna.gz GCF_900323905.1_cds_from_genomic.fna.gz GCF_002346005.1_cds_from_genomic.fna.gz GCF_004087995.1_cds_from_genomic.fna.gz GCF_009662195.1_cds_from_genomic.fna.gz GCF_000695875.1_cds_from_genomic.fna.gz GCF_001507025.1_cds_from_genomic.fna.gz
SIM3013 GCF_008386295.1_cds_from_genomic.fna.gz GCF_000011925.1_cds_from_genomic.fna.gz GCF_001516185.2_cds_from_genomic.fna.gz GCF_001517645.1_cds_from_genomic.fna.gz GCF_003264775.1_cds_from_genomic.fna.gz GCF_000283755.1_cds_from_genomic.fna.gz GCF_008370815.1_cds_from_genomic.fna.gz GCF_004028355.1_cds_from_genomic.fna.gz GCF_003966485.1_cds_from_genomic.fna.gz GCF_000292405.1_cds_from_genomic.fna.gz
SIM3014 GCF_006971785.1_cds_from_genomic.fna.gz GCF_002156785.1_cds_from_genomic.fna.gz GCF_001655595.1_cds_from_genomic.fna.gz GCF_900474935.1_cds_from_genomic.fna.gz GCF_005885835.1_cds_from_genomic.fna.gz GCF_000270005.1_cds_from_genomic.fna.gz GCF_002111025.1_cds_from_genomic.fna.gz GCF_001900195.1_cds_from_genomic.fna.gz GCF_000941035.1_cds_from_genomic.fna.gz GCF_002213945.1_cds_from_genomic.fna.gz
SIM3015 GCF_006364735.1_cds_from_genomic.fna.gz GCF_002952355.1_cds_from_genomic.fna.gz GCF_900120185.1_cds_from_genomic.fna.gz GCF_004124195.2_cds_from_genomic.fna.gz GCF_001672055.1_cds_from_genomic.fna.gz GCF_003718395.1_cds_from_genomic.fna.gz GCF_002741335.1_cds_from_genomic.fna.gz GCF_000017745.1_cds_from_genomic.fna.gz GCF_004022505.2_cds_from_genomic.fna.gz GCF_001939885.2_cds_from_genomic.fna.gz
SIM3016 GCF_003325315.1_cds_from_genomic.fna.gz GCF_001889365.1_cds_from_genomic.fna.gz GCF_009664205.1_cds_from_genomic.fna.gz GCF_005144945.1_cds_from_genomic.fna.gz GCF_009884415.1_cds_from_genomic.fna.gz GCF_003698205.1_cds_from_genomic.fna.gz GCF_011304815.1_cds_from_genomic.fna.gz GCF_000513655.1_cds_from_genomic.fna.gz GCF_009762475.1_cds_from_genomic.fna.gz GCF_009756475.1_cds_from_genomic.fna.gz
SIM3017 GCF_009648675.1_cds_from_genomic.fna.gz GCF_001157245.2_cds_from_genomic.fna.gz GCF_003019175.1_cds_from_genomic.fna.gz GCF_002887145.1_cds_from_genomic.fna.gz GCF_000968515.1_cds_from_genomic.fna.gz GCF_003717755.1_cds_from_genomic.fna.gz GCF_008807655.1_cds_from_genomic.fna.gz GCF_000624175.1_cds_from_genomic.fna.gz GCF_000020305.1_cds_from_genomic.fna.gz GCF_002090295.1_cds_from_genomic.fna.gz
SIM3018 GCF_001661115.1_cds_from_genomic.fna.gz GCF_002763655.1_cds_from_genomic.fna.gz GCF_002073535.2_cds_from_genomic.fna.gz GCF_007827165.1_cds_from_genomic.fna.gz GCF_012225685.1_cds_from_genomic.fna.gz GCF_900618245.1_cds_from_genomic.fna.gz GCF_000441735.1_cds_from_genomic.fna.gz GCF_003043915.1_cds_from_genomic.fna.gz GCF_900324365.1_cds_from_genomic.fna.gz GCF_001886975.1_cds_from_genomic.fna.gz
SIM3019 GCF_002760975.1_cds_from_genomic.fna.gz GCF_000019885.1_cds_from_genomic.fna.gz GCF_000959145.1_cds_from_genomic.fna.gz GCF_001611325.1_cds_from_genomic.fna.gz GCF_001019575.2_cds_from_genomic.fna.gz GCF_000832635.1_cds_from_genomic.fna.gz GCF_004804205.1_cds_from_genomic.fna.gz GCF_003119375.1_cds_from_genomic.fna.gz GCF_001454905.1_cds_from_genomic.fna.gz GCF_001272875.1_cds_from_genomic.fna.gz
SIM3020 GCF_003058345.1_cds_from_genomic.fna.gz GCF_000832635.1_cds_from_genomic.fna.gz GCF_000597905.1_cds_from_genomic.fna.gz GCF_001701425.2_cds_from_genomic.fna.gz GCF_003325335.1_cds_from_genomic.fna.gz GCF_001887555.1_cds_from_genomic.fna.gz GCF_001683415.1_cds_from_genomic.fna.gz GCF_001183705.3_cds_from_genomic.fna.gz GCF_000623335.1_cds_from_genomic.fna.gz GCF_000009085.1_cds_from_genomic.fna.gz
SIM3021 GCF_000832745.1_cds_from_genomic.fna.gz GCF_009912415.1_cds_from_genomic.fna.gz GCF_004006395.2_cds_from_genomic.fna.gz GCF_001278295.1_cds_from_genomic.fna.gz GCF_002213865.1_cds_from_genomic.fna.gz GCF_004792595.1_cds_from_genomic.fna.gz GCF_000737085.1_cds_from_genomic.fna.gz GCF_002213765.1_cds_from_genomic.fna.gz GCF_900637775.1_cds_from_genomic.fna.gz GCF_003017195.1_cds_from_genomic.fna.gz
SIM3022 GCF_001444325.1_cds_from_genomic.fna.gz GCF_001506565.1_cds_from_genomic.fna.gz GCF_001447845.1_cds_from_genomic.fna.gz GCF_001635955.1_cds_from_genomic.fna.gz GCF_011463995.1_cds_from_genomic.fna.gz GCF_008124385.1_cds_from_genomic.fna.gz GCF_000235565.1_cds_from_genomic.fna.gz GCF_003710165.1_cds_from_genomic.fna.gz GCF_003949595.2_cds_from_genomic.fna.gz GCF_000494855.1_cds_from_genomic.fna.gz
SIM3023 GCF_009739575.1_cds_from_genomic.fna.gz GCF_009911855.1_cds_from_genomic.fna.gz GCF_001969425.1_cds_from_genomic.fna.gz GCF_000599665.1_cds_from_genomic.fna.gz GCF_002966755.1_cds_from_genomic.fna.gz GCF_004801575.1_cds_from_genomic.fna.gz GCF_000092625.1_cds_from_genomic.fna.gz GCF_900475195.1_cds_from_genomic.fna.gz GCF_002447375.1_cds_from_genomic.fna.gz GCF_005222405.1_cds_from_genomic.fna.gz
SIM3024 GCF_001651925.2_cds_from_genomic.fna.gz GCF_000046845.1_cds_from_genomic.fna.gz GCF_000441775.1_cds_from_genomic.fna.gz GCF_003018935.1_cds_from_genomic.fna.gz GCF_000317895.1_cds_from_genomic.fna.gz GCF_002238295.1_cds_from_genomic.fna.gz GCF_003063785.1_cds_from_genomic.fna.gz GCF_003073315.1_cds_from_genomic.fna.gz GCF_902703185.1_cds_from_genomic.fna.gz GCF_900638175.1_cds_from_genomic.fna.gz
SIM3025 GCF_001953675.1_cds_from_genomic.fna.gz GCF_000835225.1_cds_from_genomic.fna.gz GCF_002055765.1_cds_from_genomic.fna.gz GCF_003516045.1_cds_from_genomic.fna.gz GCF_009497695.1_cds_from_genomic.fna.gz GCF_003571465.1_cds_from_genomic.fna.gz GCF_008727555.1_cds_from_genomic.fna.gz GCF_001267845.1_cds_from_genomic.fna.gz GCF_007726525.1_cds_from_genomic.fna.gz GCF_001746715.1_cds_from_genomic.fna.gz
SIM3026 GCF_000262325.2_cds_from_genomic.fna.gz GCF_001921985.1_cds_from_genomic.fna.gz GCF_001887655.1_cds_from_genomic.fna.gz GCF_001590695.1_cds_from_genomic.fna.gz GCF_001697565.1_cds_from_genomic.fna.gz GCF_004322955.1_cds_from_genomic.fna.gz GCF_002741435.1_cds_from_genomic.fna.gz GCF_003382795.1_cds_from_genomic.fna.gz GCF_010724935.1_cds_from_genomic.fna.gz GCF_009296005.1_cds_from_genomic.fna.gz
SIM3027 GCF_011045595.1_cds_from_genomic.fna.gz GCF_001640905.1_cds_from_genomic.fna.gz GCF_001594205.1_cds_from_genomic.fna.gz GCF_004919385.1_cds_from_genomic.fna.gz GCF_000022845.1_cds_from_genomic.fna.gz GCF_002192095.1_cds_from_genomic.fna.gz GCF_000192725.1_cds_from_genomic.fna.gz GCF_009497855.1_cds_from_genomic.fna.gz GCF_000832485.1_cds_from_genomic.fna.gz GCF_002163545.1_cds_from_genomic.fna.gz
SIM3028 GCF_003308975.1_cds_from_genomic.fna.gz GCF_001902395.1_cds_from_genomic.fna.gz GCF_012053325.1_cds_from_genomic.fna.gz GCF_001280385.1_cds_from_genomic.fna.gz GCF_002164835.3_cds_from_genomic.fna.gz GCF_002355815.1_cds_from_genomic.fna.gz GCF_001549715.1_cds_from_genomic.fna.gz GCF_002285755.1_cds_from_genomic.fna.gz GCF_001617525.2_cds_from_genomic.fna.gz GCF_000486045.2_cds_from_genomic.fna.gz
SIM3029 GCF_002446955.1_cds_from_genomic.fna.gz GCF_000931465.1_cds_from_genomic.fna.gz GCF_000427035.1_cds_from_genomic.fna.gz GCF_001051015.2_cds_from_genomic.fna.gz GCF_011691525.1_cds_from_genomic.fna.gz GCF_001022195.1_cds_from_genomic.fna.gz GCF_001975145.1_cds_from_genomic.fna.gz GCF_000833275.1_cds_from_genomic.fna.gz GCF_003019015.1_cds_from_genomic.fna.gz GCF_000021605.1_cds_from_genomic.fna.gz
SIM3030 GCF_009857115.1_cds_from_genomic.fna.gz GCF_001278275.1_cds_from_genomic.fna.gz GCF_000006785.2_cds_from_genomic.fna.gz GCF_002975475.1_cds_from_genomic.fna.gz GCF_002313025.1_cds_from_genomic.fna.gz GCF_005979305.1_cds_from_genomic.fna.gz GCF_003324955.1_cds_from_genomic.fna.gz GCF_001548635.1_cds_from_genomic.fna.gz GCF_001973275.2_cds_from_genomic.fna.gz GCF_001880265.1_cds_from_genomic.fna.gz
SIM3031 GCF_002142695.1_cds_from_genomic.fna.gz GCF_002895225.1_cds_from_genomic.fna.gz GCF_003640605.1_cds_from_genomic.fna.gz GCF_003368145.1_cds_from_genomic.fna.gz GCF_003368045.1_cds_from_genomic.fna.gz GCF_009938075.1_cds_from_genomic.fna.gz GCF_003991015.1_cds_from_genomic.fna.gz GCF_002813595.1_cds_from_genomic.fna.gz GCF_001697565.1_cds_from_genomic.fna.gz GCF_900638595.1_cds_from_genomic.fna.gz
SIM3032 GCF_004224885.1_cds_from_genomic.fna.gz GCF_001506845.1_cds_from_genomic.fna.gz GCF_002393385.1_cds_from_genomic.fna.gz GCF_002119565.1_cds_from_genomic.fna.gz GCF_000196335.1_cds_from_genomic.fna.gz GCF_900120335.1_cds_from_genomic.fna.gz GCF_008727135.1_cds_from_genomic.fna.gz GCF_007833295.1_cds_from_genomic.fna.gz GCF_012225225.1_cds_from_genomic.fna.gz GCF_000178495.2_cds_from_genomic.fna.gz
SIM3033 GCF_000019985.1_cds_from_genomic.fna.gz GCF_007833255.1_cds_from_genomic.fna.gz GCF_001042835.1_cds_from_genomic.fna.gz GCF_001647815.1_cds_from_genomic.fna.gz GCF_001683275.1_cds_from_genomic.fna.gz GCF_009947205.1_cds_from_genomic.fna.gz GCF_000832745.1_cds_from_genomic.fna.gz GCF_002852995.3_cds_from_genomic.fna.gz GCF_000604125.1_cds_from_genomic.fna.gz GCF_009763645.1_cds_from_genomic.fna.gz
SIM3034 GCF_000328405.1_cds_from_genomic.fna.gz GCF_900618245.1_cds_from_genomic.fna.gz GCF_000835265.1_cds_from_genomic.fna.gz GCF_000168695.2_cds_from_genomic.fna.gz GCF_006274235.1_cds_from_genomic.fna.gz GCF_000816165.1_cds_from_genomic.fna.gz GCF_003355435.1_cds_from_genomic.fna.gz GCF_900497025.1_cds_from_genomic.fna.gz GCF_005517315.1_cds_from_genomic.fna.gz GCF_002116855.1_cds_from_genomic.fna.gz
SIM3035 GCF_008727595.1_cds_from_genomic.fna.gz GCF_000258025.1_cds_from_genomic.fna.gz GCF_011383085.1_cds_from_genomic.fna.gz GCF_002886585.1_cds_from_genomic.fna.gz GCF_001721685.1_cds_from_genomic.fna.gz GCF_902381625.1_cds_from_genomic.fna.gz GCF_002953855.1_cds_from_genomic.fna.gz GCF_012530335.1_cds_from_genomic.fna.gz GCF_900474565.1_cds_from_genomic.fna.gz GCF_003018355.1_cds_from_genomic.fna.gz
SIM3036 GCF_003288335.1_cds_from_genomic.fna.gz GCF_001896065.1_cds_from_genomic.fna.gz GCF_000338115.2_cds_from_genomic.fna.gz GCF_009676885.1_cds_from_genomic.fna.gz GCF_000438625.1_cds_from_genomic.fna.gz GCF_001617525.2_cds_from_genomic.fna.gz GCF_006337875.1_cds_from_genomic.fna.gz GCF_001890345.1_cds_from_genomic.fna.gz GCF_003028335.1_cds_from_genomic.fna.gz GCF_000439755.1_cds_from_genomic.fna.gz
SIM3037 GCF_000026265.1_cds_from_genomic.fna.gz GCF_000015985.1_cds_from_genomic.fna.gz GCF_003864055.1_cds_from_genomic.fna.gz GCF_012272735.1_cds_from_genomic.fna.gz GCF_001709275.1_cds_from_genomic.fna.gz GCF_000227625.1_cds_from_genomic.fna.gz GCF_003184325.1_cds_from_genomic.fna.gz GCF_002796445.1_cds_from_genomic.fna.gz GCF_000511915.1_cds_from_genomic.fna.gz GCF_002173695.1_cds_from_genomic.fna.gz
SIM3038 GCF_002846135.1_cds_from_genomic.fna.gz GCF_009662375.1_cds_from_genomic.fna.gz GCF_002813535.1_cds_from_genomic.fna.gz GCF_001077555.2_cds_from_genomic.fna.gz GCF_002983725.1_cds_from_genomic.fna.gz GCF_008807375.1_cds_from_genomic.fna.gz GCF_012169405.1_cds_from_genomic.fna.gz GCF_001806485.1_cds_from_genomic.fna.gz GCF_009739825.1_cds_from_genomic.fna.gz GCF_000302475.2_cds_from_genomic.fna.gz
